id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9551,7.0,0.78,0.01,2.0,0.063,11.0,46.0,0.9964,3.47,0.51,9.3,5.0
9552,7.1,0.49,0.02,1.7,0.074,26.0,55.0,0.9956,3.34,0.61,9.5,6.0
9553,10.0,0.43,0.34,2.2,0.074,16.0,59.0,0.9987,3.29,0.54,11.3,6.0
9554,7.2,0.735,0.01,2.2,0.078,21.0,62.0,0.9982,3.38,0.62,11.5,6.0
9555,9.2,0.38,0.41,2.6,0.092,26.0,54.0,0.998,3.26,0.83,10.7,5.0
9556,7.6,0.47,0.0,2.1,0.068,10.0,89.0,0.9946,3.42,0.6,9.8,5.0
9557,7.2,0.53,0.26,2.1,0.078,14.0,27.0,0.9974,3.28,0.6,9.0,6.0
9558,7.0,0.53,0.03,2.4,0.0819999999999999,21.0,92.0,0.9974,3.34,0.53,9.7,5.0
9559,7.8,0.64,0.0,1.8,0.091,19.0,28.0,0.9982,3.26,0.56,9.6,6.0
9560,7.7,0.41,0.19,1.8,0.072,16.0,62.0,0.9966,3.39,0.53,9.4,5.0
9561,7.2,0.74,0.07,2.3,0.068,40.5,121.0,0.9955,3.38,0.59,9.4,5.0
9562,10.2,0.41,0.49,2.2,0.0969999999999999,24.0,64.0,0.9991,3.33,0.63,9.5,6.0
9563,7.1,0.49,0.3,1.7,0.077,9.0,20.0,0.9994,3.41,0.56,10.6,5.0
9564,7.9,0.62,0.25,2.4,0.084,9.0,23.0,0.99616,3.15,0.58,9.8,8.0
9565,8.1,0.61,0.14,2.3,0.075,23.0,54.0,0.9988,3.32,0.65,9.4,5.0
9566,8.9,0.4,0.5,2.2,0.0969999999999999,25.0,65.0,0.9986,3.3,0.64,9.5,5.0
9567,9.3,0.39,0.49,1.8,0.076,5.0,20.0,0.9991,3.3,0.57,11.1,5.0
9568,8.0,0.47,0.28,1.7,0.079,5.0,20.0,0.997,3.37,0.56,9.5,5.0
9569,7.3,0.42,0.22,2.1,0.078,19.0,46.0,0.99648,3.44,0.7,9.4,6.0
9570,6.4,0.33,0.18,2.1,0.0819999999999999,6.0,15.0,0.99704,3.47,0.57,12.5,6.0
9571,7.1,0.31,0.26,2.2,0.073,27.0,99.0,0.99774,3.4,0.77,9.4,7.0
9572,6.3,0.615,0.0,2.6,0.054,5.0,22.0,0.9982,3.38,0.57,11.1,6.0
9573,8.5,0.74,0.04,2.3,0.071,7.0,18.0,0.99547,3.49,0.45,10.8,5.0
9574,7.9,0.46,0.32,2.5,0.074,27.0,66.0,0.9966,3.16,0.56,9.0,6.0
9575,7.4,0.63,0.0,2.2,0.074,26.0,60.0,0.9976,3.39,0.62,10.9,5.0
9576,6.9,0.58,0.01,2.7,0.081,9.0,23.0,0.99586,3.54,0.6,9.7,5.0
9577,7.1,0.74,0.0,1.8,0.068,7.0,21.0,0.99578,3.36,0.54,10.4,5.0
9578,6.8,0.61,0.01,2.1,0.064,14.0,48.0,0.9987,3.54,0.59,10.1,6.0
9579,10.3,0.3,0.45,1.7,0.078,15.0,28.0,0.99586,3.34,0.57,9.2,6.0
9580,7.1,0.31,0.32,1.7,0.073,28.0,55.0,0.99689,3.3,0.64,9.2,6.0
9581,8.0,0.3,0.44,2.6,0.075,6.0,15.0,0.9972,3.39,0.67,9.4,6.0
9582,7.9,0.51,0.0,2.4,0.079,9.0,20.0,0.9991,3.48,0.72,9.3,5.0
9583,7.7,0.36,0.31,4.8,0.077,15.0,37.0,0.9971,3.45,0.62,10.1,5.0
9584,10.2,0.29,0.49,2.0,0.0559999999999999,12.0,30.0,0.99774,3.22,0.56,10.6,6.0
9585,6.9,0.67,0.0,2.1,0.074,36.0,144.0,0.99258,3.47,0.56,11.4,7.0
9586,7.3,0.59,0.0,2.1,0.074,12.0,38.0,0.9971,3.25,0.65,9.3,5.0
9587,9.6,0.43,0.32,2.0,0.077,24.0,84.0,0.9968,3.21,0.54,9.7,5.0
9588,7.3,0.34,0.21,5.1,0.0559999999999999,31.0,41.0,0.99742,3.58,0.71,10.6,5.0
9589,12.6,0.32,0.46,2.5,0.08,5.0,14.0,0.9977,3.32,0.63,11.7,7.0
9590,7.8,0.38,0.26,1.7,0.0819999999999999,11.0,64.0,0.9968,3.43,0.65,10.8,6.0
9591,8.1,0.33,0.43,2.9,0.074,5.0,19.0,0.99734,3.34,0.59,9.6,5.0
9592,10.2,0.36,0.33,2.4,0.093,4.0,29.0,0.9972,3.33,0.69,10.7,6.0
9593,7.5,0.56,0.21,1.8,0.089,5.0,13.0,0.99774,3.3,0.58,9.5,5.0
9594,7.5,0.51,0.14,2.7,0.078,12.0,49.0,0.99592,3.07,0.58,11.3,6.0
9595,7.9,0.52,0.32,1.8,0.079,12.0,31.0,0.99576,3.26,0.61,9.4,6.0
9596,6.6,0.62,0.0,2.1,0.079,23.0,44.0,0.99476,3.5,0.53,11.8,6.0
9597,9.8,0.47,0.24,2.1,0.079,11.0,35.0,0.9957,3.28,0.53,9.0,5.0
9598,7.5,0.61,0.17,2.3,0.086,17.0,35.0,0.9962,3.36,0.58,9.9,6.0
9599,7.5,0.65,0.03,1.8,0.063,8.0,22.0,0.9976,3.31,0.62,13.9,6.0
9600,9.2,0.43,0.49,2.0,0.0969999999999999,12.0,25.0,0.99418,3.3,0.54,10.8,5.0
9601,7.6,0.53,0.0,1.6,0.076,24.0,46.0,0.99604,3.34,0.6,10.5,6.0
9602,7.7,0.32,0.31,2.1,0.064,15.0,27.0,0.9947,3.2,0.62,11.1,6.0
9603,11.4,0.37,0.45,4.2,0.072,5.0,17.0,0.9976,3.38,0.77,10.5,6.0
9604,7.4,0.41,0.2,2.0,0.077,7.0,17.0,0.99648,3.42,0.6,9.5,5.0
9605,7.2,0.61,0.33,2.0,0.0819999999999999,19.0,40.0,0.9976,3.36,0.52,9.2,5.0
9606,7.3,0.53,0.0,2.3,0.09,10.0,18.0,0.99476,3.42,0.48,9.6,5.0
9607,7.9,0.45,0.24,1.9,0.078,15.0,28.0,0.99656,3.22,0.64,9.4,5.0
9608,7.0,0.51,0.28,2.0,0.08,27.0,65.0,0.9976,3.21,0.86,9.5,5.0
9609,7.7,0.59,0.02,2.5,0.064,10.0,86.0,0.997,3.32,0.45,9.7,5.0
9610,7.2,0.66,0.0,2.0,0.074,23.0,39.0,0.9996,3.4,0.67,9.6,6.0
9611,8.4,0.5,0.22,1.7,0.065,6.0,22.0,0.99576,3.48,0.57,9.5,6.0
9612,9.2,0.61,0.29,2.1,0.078,15.0,58.0,0.9964,3.37,0.74,10.5,5.0
9613,11.6,0.24,0.34,2.1,0.071,20.0,41.0,0.9964,3.27,0.72,9.6,6.0
9614,7.1,0.28,0.26,1.7,0.0819999999999999,31.0,66.0,0.99498,3.22,0.48,9.9,5.0
9615,7.3,0.58,0.1,2.6,0.078,5.0,13.0,0.9972,3.36,0.49,9.5,6.0
9616,9.0,0.36,0.46,2.2,0.08,7.0,19.0,0.99444,3.4,0.48,9.5,5.0
9617,7.7,0.43,0.26,1.9,0.088,15.0,57.0,0.99562,3.34,0.74,9.4,6.0
9618,10.9,0.51,0.3,8.0,0.068,5.0,14.0,0.9962,3.34,0.9,10.7,6.0
9619,7.9,0.53,0.12,2.1,0.077,5.0,21.0,0.995,3.36,0.49,9.9,5.0
9620,8.4,0.7,0.33,2.5,0.092,22.0,88.0,0.9968,3.34,0.77,9.8,6.0
9621,7.9,0.48,0.03,1.6,0.072,15.0,33.0,0.99724,3.3,0.59,9.8,7.0
9622,8.3,0.5,0.23,2.2,0.08,21.0,51.0,0.9983,3.3,0.4,9.5,5.0
9623,8.1,0.47,0.49,2.2,0.079,5.0,14.0,0.99316,3.27,0.57,9.8,5.0
9624,7.5,0.3,0.36,2.6,0.074,12.0,26.0,0.9978,3.2,0.85,9.4,6.0
9625,7.9,0.685,0.01,1.8,0.088,6.0,14.0,0.9982,3.45,0.61,9.4,5.0
9626,10.5,0.58,0.32,2.3,0.094,10.0,24.0,0.99444,3.3,0.72,12.0,7.0
9627,6.6,0.43,0.0,2.3,0.074,32.0,48.0,0.99531,3.48,0.64,9.3,5.0
9628,7.2,0.61,0.21,2.2,0.104,10.0,47.0,0.9985,3.35,0.56,9.5,5.0
9629,6.7,0.26,0.21,1.7,0.078,8.0,25.0,0.9982,3.56,0.49,10.9,5.0
9630,6.3,0.695,0.0,1.6,0.0969999999999999,7.0,22.0,0.9959,3.62,0.74,9.5,5.0
9631,7.2,0.72,0.03,2.2,0.08,7.0,31.0,0.9964,3.44,0.51,10.8,5.0
9632,7.3,0.61,0.02,1.8,0.064,6.0,47.0,0.9973,3.36,0.45,10.3,5.0
9633,9.2,0.28,0.36,3.2,0.075,9.0,43.0,0.998,3.38,0.56,11.0,6.0
9634,7.5,0.53,0.02,2.2,0.075,11.0,24.0,0.995,3.44,0.53,9.8,5.0
9635,8.0,0.31,0.42,3.6,0.07,12.0,65.0,0.9969,3.21,0.73,11.5,6.0
9636,7.2,0.545,0.16,2.0,0.079,12.0,71.0,0.99708,3.26,0.59,9.8,6.0
9637,6.6,0.57,0.34,1.8,0.062,16.0,38.0,0.9964,3.17,0.49,11.0,5.0
9638,6.9,0.38,0.51,2.2,0.079,11.0,19.0,0.99418,3.27,0.62,10.1,6.0
9639,12.6,0.33,0.73,2.3,0.067,6.0,14.0,0.9948,3.09,0.77,11.0,6.0
9640,8.1,0.54,0.24,2.0,0.087,34.0,121.0,0.9961,3.29,0.67,9.5,6.0
9641,10.0,0.35,0.52,2.1,0.089,14.0,24.0,0.99693,3.28,0.9,10.3,7.0
9642,11.2,0.42,0.49,2.3,0.07,6.0,24.0,0.99538,3.27,0.49,10.3,6.0
9643,8.2,0.58,0.23,2.2,0.068,5.0,14.0,0.99538,3.25,0.77,9.8,5.0
9644,7.8,0.52,0.27,2.5,0.085,30.0,44.0,0.996,3.31,0.46,12.3,5.0
9645,8.9,0.53,0.25,2.1,0.0969999999999999,4.0,9.0,0.9976,3.16,0.55,9.4,5.0
9646,7.2,0.39,0.29,2.1,0.094,13.0,31.0,0.99668,3.27,0.54,9.4,6.0
9647,9.9,0.4,0.45,2.3,0.073,29.0,65.0,0.9978,3.27,0.49,9.8,5.0
9648,11.3,0.43,0.54,2.4,0.0969999999999999,12.0,49.0,1.0,3.3,0.56,9.4,5.0
9649,10.5,0.64,0.34,2.3,0.1009999999999999,6.0,13.0,0.998,3.25,0.64,11.8,5.0
9650,7.1,0.46,0.06,2.8,0.064,21.0,38.0,0.9971,3.45,0.93,9.6,5.0
9651,7.1,0.55,0.26,2.3,0.076,18.0,36.0,0.9966,3.16,0.56,9.4,6.0
9652,7.8,0.59,0.0,2.1,0.077,12.0,28.0,0.99578,3.53,0.74,9.5,5.0
9653,9.6,0.49,0.4,2.0,0.123,12.0,27.0,0.9972,3.27,0.6,9.4,5.0
9654,7.9,0.54,0.11,2.4,0.079,20.0,42.0,0.99555,3.38,0.67,12.2,7.0
9655,7.0,0.4,0.4,2.0,0.071,13.0,23.0,0.99648,3.29,0.58,11.0,7.0
9656,10.9,0.28,0.44,2.3,0.074,6.0,10.0,0.99588,3.35,0.62,11.9,7.0
9657,7.3,0.4,0.28,1.9,0.099,16.0,34.0,0.99458,3.38,0.44,9.9,6.0
9658,12.3,0.51,0.67,3.2,0.067,19.0,50.0,0.99396,3.1,0.76,10.0,6.0
9659,7.7,0.49,0.22,2.0,0.077,15.0,35.0,0.9972,3.23,0.6,10.4,6.0
9660,7.2,0.57,0.01,2.1,0.063,11.0,18.0,0.9976,3.39,0.57,11.3,6.0
9661,7.0,0.27,0.6,2.2,0.0819999999999999,26.0,69.0,0.99444,3.28,0.44,9.4,5.0
9662,8.9,0.49,0.42,1.9,0.084,32.0,44.0,0.9957,3.1,0.54,10.9,5.0
9663,9.9,0.38,0.31,2.3,0.0969999999999999,31.0,134.0,0.9976,3.27,0.57,9.5,5.0
9664,7.2,0.37,0.12,2.9,0.084,8.0,25.0,0.9956,3.35,0.55,9.5,5.0
9665,9.5,0.58,0.29,2.4,0.083,9.0,20.0,0.9994,3.39,0.6,9.5,6.0
9666,6.8,0.685,0.15,1.5,0.078,23.0,58.0,0.9956,3.52,0.57,11.5,6.0
9667,7.0,0.41,0.15,2.4,0.0969999999999999,7.0,20.0,0.99472,3.36,0.82,10.0,6.0
9668,10.0,0.44,0.44,2.4,0.107,13.0,24.0,0.99656,3.2,0.72,11.2,7.0
9669,7.0,0.86,0.0,1.7,0.077,3.0,13.0,0.9956,3.3,0.62,9.5,5.0
9670,9.1,0.31,0.46,1.8,0.086,9.0,24.0,0.9963,3.11,0.63,12.0,7.0
9671,8.3,0.61,0.21,2.1,0.09,26.0,46.0,0.99745,3.24,0.77,9.4,5.0
9672,7.9,0.45,0.41,1.5,0.075,12.0,64.0,0.9978,3.34,0.65,9.4,8.0
9673,8.6,0.37,0.51,3.1,0.07,7.0,17.0,0.9972,3.1,0.65,9.5,6.0
9674,9.1,0.3,0.49,1.8,0.067,3.0,10.0,0.99738,3.28,0.52,9.4,6.0
9675,7.3,0.64,0.0,2.0,0.071,8.0,32.0,0.99444,3.32,0.65,12.0,6.0
9676,6.3,0.5,0.02,2.2,0.079,14.0,35.0,0.9968,3.53,0.44,10.9,6.0
9677,12.0,0.31,0.53,7.5,0.092,9.0,24.0,0.99655,3.3,0.97,10.1,6.0
9678,7.7,0.65,0.08,2.5,0.074,17.0,86.0,0.9964,3.23,0.56,9.0,6.0
9679,10.0,0.64,0.66,1.8,0.067,6.0,16.0,0.9972,3.1,0.75,10.0,6.0
9680,9.0,0.37,0.37,2.0,0.084,32.0,64.0,0.9978,3.18,0.6,9.4,5.0
9681,10.0,0.31,0.42,2.3,0.078,8.0,19.0,0.9993,3.28,0.54,9.4,5.0
9682,8.0,0.58,0.28,2.5,0.077,19.0,40.0,0.9974,3.36,0.53,9.2,5.0
9683,9.0,0.3,0.36,1.8,0.078,15.0,91.0,0.9963,3.15,0.78,9.5,5.0
9684,7.1,0.46,0.42,2.5,0.118,17.0,40.0,0.9974,3.39,0.65,10.5,5.0
9685,7.2,0.62,0.18,2.4,0.079,31.0,45.0,0.99632,3.32,0.82,9.9,5.0
9686,10.2,0.59,0.49,2.3,0.093,14.0,29.0,1.00242,3.15,0.59,12.8,6.0
9687,8.2,0.645,0.29,2.3,0.076,6.0,18.0,0.9987,3.36,0.62,10.4,6.0
9688,7.8,0.6,0.01,1.7,0.071,25.0,66.0,0.9962,3.3,0.73,9.0,7.0
9689,7.5,0.78,0.1,2.5,0.09,5.0,11.0,0.99514,3.36,0.52,11.8,6.0
9690,8.8,0.27,0.3,2.6,0.084,6.0,12.0,0.9956,3.27,0.54,10.8,6.0
9691,7.8,0.64,0.16,2.6,0.078,26.0,65.0,0.99531,3.51,0.48,9.6,5.0
9692,9.0,0.59,0.23,2.2,0.078,5.0,12.0,0.9988,3.32,0.55,9.4,5.0
9693,5.7,0.6,0.05,1.8,0.061,5.0,16.0,0.9969,3.42,0.54,11.4,6.0
9694,6.7,0.65,0.0,2.4,0.077,14.0,35.0,0.99064,3.37,0.6,10.5,6.0
9695,7.3,0.52,0.01,2.7,0.079,15.0,61.0,0.9971,3.22,0.68,9.2,7.0
9696,7.2,0.39,0.3,2.4,0.07,13.0,25.0,0.99538,3.37,0.65,10.4,5.0
9697,10.4,0.5,0.49,2.1,0.0819999999999999,13.0,24.0,0.99656,3.2,0.9,10.3,6.0
9698,7.1,0.4,0.22,1.9,0.07,19.0,49.0,0.99396,3.6,0.62,10.1,5.0
9699,6.7,0.44,0.24,2.3,0.071,18.0,33.0,0.99652,3.52,0.59,9.8,6.0
9700,8.1,0.28,0.37,2.1,0.0819999999999999,31.0,67.0,0.9968,3.16,0.56,9.4,5.0
9701,8.7,0.6,0.12,1.7,0.0819999999999999,21.0,65.0,0.9994,3.23,0.56,9.6,6.0
9702,6.5,0.69,0.0,2.0,0.068,25.0,42.0,0.9986,3.53,0.68,10.0,6.0
9703,9.1,0.28,0.46,1.6,0.08,5.0,20.0,0.9971,3.27,0.61,9.4,5.0
9704,7.9,0.55,0.07,2.3,0.074,12.0,45.0,0.9978,3.26,0.52,9.4,6.0
9705,6.4,0.59,0.08,2.0,0.073,16.0,67.0,0.99612,3.39,0.57,9.6,5.0
9706,7.3,0.58,0.02,2.3,0.078,12.0,23.0,0.9962,3.35,0.59,9.5,5.0
9707,9.1,0.54,0.26,2.2,0.081,12.0,54.0,0.9972,3.22,0.59,9.8,6.0
9708,8.8,0.64,0.2,1.9,0.086,10.0,28.0,0.9978,3.24,0.56,10.3,6.0
9709,12.5,0.49,0.49,1.8,0.079,13.0,28.0,0.9984,3.2,0.71,10.9,6.0
9710,9.0,0.49,0.42,2.4,0.073,12.0,21.0,0.9982,3.35,0.71,11.0,5.0
9711,9.1,0.735,0.26,1.7,0.092,6.0,14.0,0.9971,3.18,0.54,9.5,5.0
9712,8.2,0.61,0.12,1.9,0.07,29.0,53.0,0.99788,3.56,0.57,9.7,5.0
9713,11.6,0.48,0.24,2.2,0.085,9.0,29.0,0.9976,3.19,0.67,9.5,6.0
9714,8.1,0.31,0.31,2.5,0.073,7.0,17.0,0.99628,3.19,0.55,9.7,4.0
9715,9.0,0.48,0.3,2.1,0.084,11.0,28.0,0.99448,3.52,0.6,9.4,5.0
9716,7.8,0.685,0.08,1.8,0.078,21.0,85.0,0.99518,3.42,0.44,9.8,5.0
9717,6.2,0.42,0.0,2.1,0.068,6.0,20.0,0.99478,3.57,0.6,11.5,6.0
9718,6.8,0.48,0.07,3.0,0.076,13.0,23.0,0.99458,3.48,0.64,9.5,5.0
9719,7.7,0.59,0.1,1.9,0.071,17.0,60.0,0.99656,3.39,0.57,9.6,6.0
9720,8.9,0.6,0.0,1.7,0.114,10.0,22.0,0.9994,3.5,0.5,9.3,4.0
9721,7.6,0.49,0.33,2.1,0.075,9.0,22.0,0.99642,3.3,0.49,10.2,5.0
9722,7.0,0.6,0.0,2.2,0.07,16.0,86.0,0.9965,3.17,0.77,9.3,6.0
9723,8.0,0.27,0.4,2.1,0.07,3.0,14.0,0.99652,3.38,0.53,9.5,6.0
9724,10.8,0.27,0.48,2.5,0.074,8.0,31.0,0.9982,3.27,0.75,11.5,6.0
9725,6.5,0.52,0.06,2.4,0.0819999999999999,18.0,31.0,0.99768,3.39,0.55,9.4,8.0
9726,7.3,0.58,0.21,2.2,0.07,10.0,31.0,0.9976,3.14,0.58,9.5,5.0
9727,7.6,0.735,0.0,2.6,0.079,19.0,42.0,0.9974,3.38,0.6,9.5,5.0
9728,8.9,0.31,0.34,2.1,0.205,7.0,15.0,0.9994,3.34,0.46,10.4,5.0
9729,8.9,0.34,0.29,2.1,0.0819999999999999,16.0,91.0,0.99588,3.31,0.57,9.9,6.0
9730,8.8,0.32,0.32,2.0,0.087,21.0,42.0,0.99538,3.3,0.52,11.7,8.0
9731,7.1,0.57,0.0,1.8,0.074,24.0,58.0,0.9972,3.15,0.56,9.6,4.0
9732,8.4,0.49,0.14,2.0,0.0819999999999999,12.0,31.0,0.99655,3.19,0.68,12.5,7.0
9733,8.9,0.26,0.49,2.3,0.074,16.0,62.0,0.9983,3.15,0.87,10.5,6.0
9734,6.6,0.62,0.0,2.1,0.079,13.0,35.0,0.9981,3.4,0.56,11.9,6.0
9735,9.1,0.35,0.45,2.6,0.077,15.0,44.0,0.9976,3.27,0.55,12.6,7.0
9736,10.2,0.48,0.3,1.9,0.078,6.0,30.0,0.99518,3.22,0.53,9.4,6.0
9737,7.4,0.47,0.25,2.2,0.075,3.0,8.0,0.99498,3.39,0.56,9.7,5.0
9738,8.3,0.42,0.32,1.8,0.081,15.0,47.0,0.9966,3.17,0.54,9.4,5.0
9739,6.7,0.53,0.0,3.4,0.094,19.0,28.0,0.9962,3.29,0.67,11.3,5.0
9740,7.6,0.43,0.03,2.3,0.07,11.0,18.0,0.9956,3.34,0.61,9.2,6.0
9741,6.9,0.43,0.22,2.6,0.071,7.0,23.0,0.9978,3.48,0.63,9.3,5.0
9742,6.3,0.49,0.07,2.7,0.079,21.0,66.0,0.9956,3.39,0.58,9.6,6.0
9743,7.1,0.4,0.07,2.0,0.065,18.0,38.0,0.99632,3.36,0.64,9.6,5.0
9744,7.8,0.49,0.22,2.0,0.0819999999999999,29.0,63.0,0.99774,3.44,0.55,9.9,6.0
9745,10.0,0.44,0.49,3.0,0.084,29.0,58.0,0.9987,3.3,0.62,9.3,5.0
9746,7.0,0.74,0.0,2.5,0.0819999999999999,6.0,16.0,0.99655,3.34,0.52,10.5,6.0
9747,6.9,0.6,0.05,1.8,0.079,26.0,46.0,0.9962,3.34,0.69,12.8,6.0
9748,8.6,0.42,0.49,2.3,0.076,14.0,28.0,0.9976,3.21,0.59,10.5,7.0
9749,7.4,0.43,0.24,1.9,0.084,34.0,60.0,0.9968,3.22,0.77,9.5,6.0
9750,8.5,0.39,0.4,1.6,0.068,3.0,14.0,0.9958,3.09,0.47,11.4,7.0
9751,8.9,0.38,0.32,2.0,0.095,5.0,16.0,0.99774,3.32,0.73,10.1,5.0
9752,7.5,1.04,0.0,1.8,0.086,10.0,26.0,0.9988,3.58,0.7,9.5,6.0
9753,7.9,0.955,0.02,2.2,0.068,5.0,10.0,0.99636,3.19,0.57,12.5,6.0
9754,7.0,0.62,0.01,1.9,0.078,23.0,88.0,0.99572,3.25,0.47,10.5,6.0
9755,10.0,0.38,0.49,1.9,0.068,12.0,34.0,0.9976,3.28,0.64,11.8,5.0
9756,8.1,0.41,0.4,1.5,0.071,5.0,16.0,0.9973,3.27,0.58,9.3,6.0
9757,8.2,0.6,0.26,2.5,0.081,14.0,66.0,0.99444,3.36,0.64,9.2,5.0
9758,8.1,0.62,0.0,2.1,0.074,13.0,86.0,0.9968,3.35,0.53,9.5,5.0
9759,10.7,0.52,0.22,1.8,0.09,22.0,41.0,0.9972,3.48,0.64,11.4,7.0
9760,5.3,0.31,0.31,1.9,0.071,12.0,18.0,0.99552,3.39,0.59,12.0,8.0
9761,6.1,0.59,0.0,1.9,0.079,34.0,125.0,0.99689,3.39,0.58,9.9,4.0
9762,8.6,0.36,0.12,2.3,0.092,5.0,15.0,0.9955,3.27,0.72,9.5,5.0
9763,6.6,0.735,0.24,2.2,0.083,8.0,22.0,0.99504,3.18,0.59,10.2,6.0
9764,10.0,0.45,0.39,2.3,0.079,19.0,37.0,0.9987,2.98,0.9,10.5,6.0
9765,8.5,0.36,0.45,2.3,0.0559999999999999,31.0,72.0,0.99392,3.38,0.68,9.5,5.0
9766,6.9,0.6,0.01,2.5,0.07,12.0,19.0,0.9968,3.35,0.57,9.2,5.0
9767,9.2,0.37,0.48,1.9,0.073,11.0,43.0,0.9961,3.13,0.78,9.5,5.0
9768,9.9,0.58,0.24,2.4,0.107,6.0,18.0,0.9982,3.38,0.63,12.5,8.0
9769,9.8,0.59,0.09,2.0,0.079,26.0,54.0,0.9973,3.29,0.64,9.2,5.0
9770,9.2,0.34,0.6,1.8,0.098,29.0,61.0,0.9988,3.45,1.18,10.5,5.0
9771,7.1,0.645,0.0,2.4,0.084,14.0,27.0,0.9964,3.51,0.61,9.8,5.0
9772,10.5,0.28,0.49,4.3,0.05,9.0,28.0,1.0014,3.16,0.88,11.2,6.0
9773,7.5,0.65,0.02,2.1,0.076,5.0,16.0,0.9972,3.5,0.74,9.8,6.0
9774,7.3,0.43,0.2,1.9,0.093,13.0,28.0,0.9982,3.41,0.7,11.3,6.0
9775,8.0,0.41,0.49,1.8,0.078,8.0,18.0,0.9976,3.26,0.75,10.7,6.0
9776,7.3,0.56,0.26,2.2,0.059,17.0,91.0,0.9982,3.47,0.85,9.3,5.0
9777,7.4,0.53,0.15,2.4,0.075,7.0,32.0,0.9976,3.31,0.62,9.2,7.0
9778,8.0,0.49,0.24,2.0,0.0819999999999999,19.0,48.0,0.9962,3.38,0.56,10.1,4.0
9779,9.7,0.51,0.24,2.5,0.084,16.0,28.0,0.99519,3.19,0.6,10.9,5.0
9780,12.0,0.32,0.44,1.7,0.08,17.0,86.0,0.9988,3.43,0.77,9.6,5.0
9781,7.7,0.6,0.23,2.0,0.078,32.0,72.0,0.9947,3.36,0.78,9.6,6.0
9782,6.9,0.62,0.03,3.6,0.076,5.0,26.0,0.99557,3.21,0.54,11.4,6.0
9783,7.4,0.39,0.46,1.8,0.074,10.0,24.0,0.99539,3.31,0.85,9.5,5.0
9784,9.8,0.74,0.26,2.2,0.095,5.0,16.0,0.9976,3.09,0.57,9.2,5.0
9785,8.6,0.62,0.19,2.0,0.07,32.0,60.0,0.9964,3.32,0.71,9.4,6.0
9786,9.4,0.41,0.52,2.1,0.0969999999999999,17.0,86.0,0.99528,3.26,0.55,9.5,5.0
9787,9.6,0.38,0.49,2.4,0.0819999999999999,11.0,31.0,0.99538,3.15,0.8,9.8,5.0
9788,7.1,0.65,0.0,1.8,0.099,7.0,31.0,0.99462,3.5,0.7,10.4,6.0
9789,8.7,0.43,0.4,1.9,0.0819999999999999,21.0,45.0,0.9968,3.25,0.55,9.9,5.0
9790,7.8,0.62,0.01,2.1,0.111,7.0,16.0,0.99572,3.37,0.65,9.4,5.0
9791,7.1,0.58,0.0,2.2,0.066,12.0,19.0,0.9978,3.38,0.6,11.1,6.0
9792,7.5,0.55,0.17,2.1,0.0819999999999999,7.0,22.0,0.99458,3.28,0.6,10.5,5.0
9793,7.0,0.61,0.01,2.2,0.07,14.0,47.0,0.99648,3.4,0.59,10.6,5.0
9794,9.5,0.27,0.39,2.2,0.111,15.0,35.0,0.9973,3.27,0.6,9.4,6.0
9795,8.4,0.48,0.24,3.0,0.08,6.0,32.0,0.99668,3.32,0.58,10.4,6.0
9796,8.8,0.3,0.36,2.2,0.0819999999999999,14.0,23.0,0.99498,3.23,0.58,10.3,6.0
9797,7.8,0.58,0.01,1.9,0.069,30.0,71.0,0.99694,3.47,0.57,10.3,5.0
9798,7.4,0.69,0.08,1.8,0.074,14.0,28.0,0.99745,3.35,0.52,9.6,5.0
9799,7.0,0.5,0.0,1.8,0.077,5.0,14.0,0.99688,3.42,0.71,11.8,6.0
9800,8.8,0.61,0.17,2.1,0.079,36.0,121.0,0.9988,3.23,0.52,9.2,3.0
9801,10.6,0.47,0.47,2.3,0.079,6.0,28.0,0.9964,3.2,0.57,9.9,6.0
9802,9.2,0.61,0.24,2.0,0.084,35.0,77.5,0.9986,3.28,0.74,9.4,5.0
9803,7.2,0.48,0.24,2.0,0.061,18.0,85.0,0.99668,3.31,0.6,9.8,6.0
9804,10.1,0.715,0.26,6.1,0.066,14.0,25.0,0.9973,3.31,0.73,10.9,6.0
9805,6.8,0.47,0.26,1.9,0.076,20.0,49.0,0.99552,3.31,0.6,10.7,7.0
9806,8.5,0.52,0.11,2.1,0.072,8.0,18.0,0.9971,3.21,0.54,11.7,7.0
9807,7.6,0.55,0.13,2.0,0.078,17.0,91.0,0.99708,3.36,0.7,9.7,6.0
9808,7.0,0.53,0.03,2.3,0.066,11.0,28.0,0.99498,3.41,0.48,9.2,5.0
9809,8.5,0.48,0.4,2.5,0.08,12.0,24.0,0.99572,3.34,0.58,9.4,6.0
9810,8.9,0.61,0.18,1.8,0.083,27.0,69.0,0.9964,3.18,0.62,9.5,5.0
9811,7.2,0.55,0.07,1.8,0.08,12.0,28.0,0.99538,3.43,0.59,10.0,6.0
9812,8.3,0.52,0.27,4.2,0.084,10.0,27.0,0.9972,3.22,0.75,9.4,5.0
9813,12.0,0.24,0.55,2.5,0.076,12.0,49.0,0.99693,3.3,0.5,10.4,7.0
9814,8.5,0.74,0.02,2.2,0.078,12.0,47.0,0.9988,3.45,0.72,9.4,5.0
